num,title,director,actors,country,language,score,commentors,releasedate,runtime,series,commente
76,天使爱美丽,让-皮埃尔·热内,"['奥黛丽·塔图', '马修·卡索维茨', '吕菲斯', '洛莱拉·克拉沃塔']",法国 / 德国,法语 / 俄语,8.7,622677,2001-04-25(法国),122分钟,"['喜剧', '爱情']",法式小清新。 
77,沉默的羔羊,乔纳森·戴米,"['朱迪·福斯特', '安东尼·霍普金斯', '斯科特·格伦', '安东尼·希尔德']",美国,英语,8.8,466102,1991-02-14(美国),118分钟,"['剧情', '惊悚', '犯罪']",安东尼·霍普金斯的顶级表演。
78,勇敢的心,梅尔·吉布森,"['梅尔·吉布森', '苏菲·玛索', '布莱恩·考克斯', '詹姆斯·卡沙莫']",美国,英语 / 法语 / 拉丁语 / 苏格兰盖尔语,8.9,369676,1995-05-18(西雅图电影节),177 分钟,"['剧情', '动作', '传记', '历史', '战争']",史诗大片的典范。
79,猫鼠游戏,史蒂文·斯皮尔伯格,"['莱昂纳多·迪卡普里奥', '汤姆·汉克斯', '克里斯托弗·沃肯', '马丁·辛']",美国 / 加拿大,英语 / 法语,8.9,358492,2002-12-16(洛杉矶首映),141 分钟,"['剧情', '传记', '犯罪']",骗子大师和执著警探的你追我跑故事。 
80,蝴蝶效应,埃里克·布雷斯,"['阿什顿·库彻', '梅洛拉·沃尔特斯', '艾米·斯马特', '埃尔登·汉森']",美国 / 加拿大,英语,8.7,512970,2004-01-23(美国),113分钟,"['剧情', '科幻', '悬疑', '惊悚']",人的命运被自己瞬间的抉择改变。
81,剪刀手爱德华,蒂姆·波顿,"['约翰尼·德普', '薇诺娜·瑞德', '黛安·韦斯特', '安东尼·迈克尔·豪尔']",美国,英语,8.7,637311,1990-12-06(美国),105分钟,"['剧情', '爱情', '奇幻']",浪漫忧郁的成人童话。
82,春光乍泄,王家卫,"['张国荣', '梁朝伟', '张震']",香港 / 日本 / 韩国,粤语 / 汉语普通话 / 西班牙语,8.9,341459,1997-05-17(戛纳电影节),96分钟,"['剧情', '爱情', '同性']",爱情纠缠，男女一致。
83,心灵捕手,格斯·范·桑特,"['马特·达蒙', '罗宾·威廉姆斯', '本·阿弗莱克', '斯特兰·斯卡斯加德']",美国,英语,8.8,373898,1997-12-05(美国),126 分钟,['剧情'],人生中应该拥有这样的一段豁然开朗。
84,禁闭岛,马丁·斯科塞斯,"['莱昂纳多·迪卡普里奥', '马克·鲁弗洛', '本·金斯利', '马克斯·冯·叙多夫']",美国,英语 / 德语,8.7,498369,2010-02-13(柏林电影节),138 分钟,"['剧情', '悬疑', '惊悚']",昔日翩翩少年，今日大腹便便。
85,布达佩斯大饭店,韦斯·安德森,"['拉尔夫·费因斯', '托尼·雷沃罗利', '艾德里安·布洛迪', '威廉·达福']",美国 / 德国 / 英国,英语 / 法语 / 德语,8.8,461503,2014-02-06(柏林电影节),99分钟,"['剧情', '喜剧', '冒险']",小清新的故事里注入了大历史的情怀。
86,穿条纹睡衣的男孩,马克·赫尔曼,"['阿萨·巴特菲尔德', '维拉·法米加', '卡拉·霍根', '祖萨·霍尔']",英国 / 美国,英语 / 西班牙语,9.0,228455,2008-09-12(英国),94分钟,"['剧情', '战争']",尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。
87,入殓师,泷田洋二郎,"['本木雅弘', '广末凉子', '山崎努', '吉行和子']",日本,日语,8.8,386000,2008-09-13(日本),130 分钟,['剧情'],死可能是一道门，逝去并不是终结，而是超越，走向下一程。
88,阿凡达,詹姆斯·卡梅隆,"['萨姆·沃辛顿', '佐伊·索尔达娜', '西格妮·韦弗', '史蒂芬·朗']",美国 / 英国,英语 / 西班牙语,8.7,732025,2010-01-04(中国大陆),162分钟,"['动作', '科幻', '战争', '冒险']",绝对意义上的美轮美奂。
89,幽灵公主,宫崎骏,"['松田洋治', '石田百合子', '田中裕子', '小林薰']",日本,日语,8.8,313705,1997-07-12(日本),134分钟,"['动画', '奇幻', '冒险']",人与自然的战争史诗。
90,阳光灿烂的日子,姜文,"['夏雨', '宁静', '陶虹', '耿乐']",中国大陆 / 香港,汉语普通话,8.8,359060,1995-08-21(中国大陆),134分钟(中国大陆),"['剧情', '爱情']",一场华丽的意淫。
91,致命ID,詹姆斯·曼高德,"['约翰·库萨克', '雷·利奥塔', '阿曼达·皮特', '阿尔弗雷德·莫里纳']",美国,英语,8.7,427470,2003-04-25(美国),90分钟,"['剧情', '悬疑', '惊悚']",最不可能的那个人永远是最可能的。
92,第六感,M·奈特·沙马兰,"['布鲁斯·威利斯', '海利·乔·奥斯蒙', '托妮·科莱特', '奥莉维亚·威廉姆斯']",美国,英语 / 拉丁语 / 西班牙语,8.8,307481,1999-08-06(美国),107分钟,"['剧情', '悬疑', '惊悚']",深入内心的恐怖，出人意料的结局。
93,加勒比海盗,戈尔·维宾斯基,"['约翰尼·德普', '杰弗里·拉什', '奥兰多·布鲁姆', '凯拉·奈特莉']",美国,英语,8.7,481537,2003-11-21(中国大陆),143 分钟,"['动作', '奇幻', '冒险']",约翰尼·德普的独角戏。
94,狩猎,托马斯·温特伯格,"['麦斯·米科尔森', '托玛斯·博·拉森', '安妮卡·韦德科普', '拉丝·弗格斯托姆']",丹麦 / 瑞典,丹麦语 / 英语 / 波兰语,9.1,184429,2012-05-20(戛纳电影节),115分钟,['剧情'],人言可畏。
95,玛丽和马克思,亚当·艾略特,"['托妮·科莱特', '菲利普·塞默·霍夫曼', '巴瑞·哈姆弗莱斯', '艾瑞克·巴纳']",澳大利亚,英语 / 意第绪语,8.9,278206,2009-01-15(圣丹斯电影节),92分钟,"['剧情', '喜剧', '动画']",你是我最好的朋友，你是我唯一的朋友 。
96,断背山,李安,"['希斯·莱杰', '杰克·吉伦哈尔', '米歇尔·威廉姆斯', '安妮·海瑟薇']",美国 / 加拿大,英语,8.7,422461,2005-09-02(威尼斯电影节),134分钟,"['剧情', '爱情', '同性', '家庭']",每个人心中都有一座断背山。
97,重庆森林,王家卫,"['林青霞', '金城武', '梁朝伟', '王菲']",香港,粤语 / 汉语普通话 / 英语 / 印地语 / 日语,8.7,439895,1994-07-14(香港),102分钟,"['剧情', '爱情']",寂寞没有期限。
98,摩登时代,查理·卓别林,"['查理·卓别林', '宝莲·高黛', '亨利·伯格曼', 'Tiny Sandford']",美国,英语,9.2,134437,1936-02-25(美国),87分钟,"['剧情', '喜剧', '爱情']",大时代中的人生，小人物的悲喜。
99,喜剧之王,周星驰,"['周星驰', '张柏芝', '莫文蔚', '吴孟达']",香港,粤语,8.7,468550,1999-02-13(香港),85分钟,"['剧情', '喜剧', '爱情']",我是一个演员。
100,告白,中岛哲也,"['松隆子', '冈田将生', '木村佳乃', '西井幸人']",日本,日语,8.7,441851,2010-06-05(日本),106分钟,"['剧情', '惊悚']",没有一人完全善，也没有一人完全恶。
101,大鱼,蒂姆·波顿,"['伊万·麦克格雷格', '阿尔伯特·芬尼', '比利·克鲁德普', '杰西卡·兰格']",美国,英语 / 法语 / 俄语 / 粤语 / 汉语普通话,8.8,327331,2003-12-04(纽约首映),125 分钟,"['剧情', '家庭', '奇幻', '冒险']",抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。
102,消失的爱人,大卫·芬奇,"['本·阿弗莱克', '裴淳华', '尼尔·帕特里克·哈里斯', '凯莉·库恩']",美国,英语,8.7,489430,2014-09-26(纽约电影节),149分钟,"['剧情', '悬疑', '惊悚', '犯罪']",年度最佳date movie。
103,一一,杨德昌,"['吴念真', '李凯莉', '金燕玲', '张洋洋']",台湾 / 日本,汉语普通话 / 闽南语 / 英语 / 日语,9.0,199181,2000-05-14(戛纳电影节),173分钟,"['剧情', '爱情', '家庭']",我们都曾经是一一。
104,射雕英雄传之东成西就,刘镇伟,"['梁朝伟', '林青霞', '张国荣', '叶玉卿']",香港,粤语,8.7,361064,1993-02-05(香港),113分钟(香港),"['喜剧', '奇幻', '武侠', '古装']",百看不厌。 
105,阳光姐妹淘,姜炯哲,"['沈恩京', '闵孝琳', '姜素拉', '南宝拉']",韩国,韩语,8.8,353829,2011-05-04(韩国),124分钟,"['剧情', '喜剧']",再多各自牛逼的时光，也比不上一起傻逼的岁月。 
106,甜蜜蜜,陈可辛,"['黎明', '张曼玉', '杨恭如', '曾志伟']",香港,粤语 / 汉语普通话 / 英语,8.8,291447,2015-02-13(中国大陆),118分钟(中国大陆),"['剧情', '爱情']",相逢只要一瞬间，等待却像是一辈子。
107,爱在黎明破晓前,理查德·林克莱特,"['伊桑·霍克', '朱莉·德尔佩', '安德莉亚·埃克特', '汉诺·波西尔']",美国 / 奥地利 / 瑞士,英语 / 德语 / 法语,8.8,300296,1995-01-27(美国),101分钟,"['剧情', '爱情']",缘分是个连绵词，最美不过一瞬。
108,小森林 夏秋篇,森淳一,"['桥本爱', '三浦贵大', '松冈茉优', '温水洋一']",日本,日语,9.0,203521,2014-08-30(日本),111分钟,['剧情'],那些静得只能听见呼吸的日子里，你明白孤独即生活。
109,驯龙高手,迪恩·德布洛斯,"['杰伊·巴鲁切尔', '杰拉德·巴特勒', '克雷格·费格森', '亚美莉卡·费雷拉']",美国,英语,8.7,404185,2010-05-14(中国大陆),98分钟,"['动画', '奇幻', '冒险']",和谐的生活离不开摸头与被摸头。
110,侧耳倾听,近藤喜文,"['本名阳子', '小林桂树', '高山南', '高桥一生']",日本,日语 / 英语,8.8,234197,1995-07-15(日本),111分钟,"['剧情', '爱情', '动画']",少女情怀总是诗。
111,红辣椒,今敏,"['林原惠美', '江守彻', '堀胜之祐', '古谷彻']",日本,日语,8.9,192332,2006-09-02(威尼斯电影节),90 分钟,"['科幻', '动画', '悬疑', '惊悚']",梦的勾结。
112,请以你的名字呼唤我,卢卡·瓜达尼诺,"['艾米·汉莫', '蒂莫西·柴勒梅德', '迈克尔·斯图巴', '阿蜜拉·卡萨']",意大利 / 法国 / 巴西 / 美国 / 荷兰 / 德国,英语 / 意大利语 / 法语 / 德语 / 希伯来语,8.8,291347,2017-01-22(圣丹斯电影节),132分钟,"['剧情', '爱情', '同性']",沉醉在电影的情感和视听氛围中无法自拔。
113,倩女幽魂,程小东,"['张国荣', '王祖贤', '午马', '刘兆铭']",香港,粤语,8.7,368091,2011-04-30(中国大陆),98分钟(香港),"['爱情', '奇幻', '武侠', '古装']",两张绝世的脸。 
114,恐怖直播,金秉祐,"['河正宇', '李璟荣', '全慧珍', '李大为']",韩国,韩语,8.7,323029,2013-07-31(韩国),97分钟,"['剧情', '悬疑', '犯罪']",恐怖分子的“秋菊打官司”。
115,风之谷,宫崎骏,"['岛本须美', '松田洋治', '榊原良子', '辻村真人']",日本,日语,8.8,231164,1992-05(中国大陆),117分钟,"['动画', '奇幻', '冒险']",动画片的圣经。
116,上帝之城,卡迪亚·兰德,"['亚历桑德雷·罗德里格斯', '莱安德鲁·菲尔米诺', '菲利佩·哈根森', '道格拉斯·席尔瓦']",巴西 / 法国,葡萄牙语,8.9,191289,2002-05-18(戛纳电影节),130分钟,"['剧情', '犯罪']",被上帝抛弃了的上帝之城。
117,超脱,托尼·凯耶,"['艾德里安·布洛迪', '马西娅·盖伊·哈登', '詹姆斯·肯恩', '克里斯蒂娜·亨德里克斯']",美国,英语,8.8,237384,2011-04-25(翠贝卡电影节),97分钟,['剧情'],穷尽一生，我们要学会的，不过是彼此拥抱。
118,爱在日落黄昏时,理查德·林克莱特,"['伊桑·霍克', '朱莉·德尔佩', '弗农·多布切夫', 'Louise Lemoine Torrès']",美国,英语 / 法语,8.8,262297,2004-02-10(柏林电影节),80 分钟,"['剧情', '爱情']",九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。
119,菊次郎的夏天,北野武,"['北野武', '关口雄介', '岸本加世子', 'グレート義太夫']",日本,日语,8.8,257249,1999-05-20(戛纳电影节),121 分钟,"['剧情', '喜剧']",从没见过那么流氓的温柔，从没见过那么温柔的流氓。
120,幸福终点站,史蒂文·斯皮尔伯格,"['汤姆·汉克斯', '凯瑟琳·泽塔-琼斯', '斯坦利·图齐', '齐·麦克布赖德']",美国,英语 / 俄语 / 法语 / 保加利亚语,8.7,291200,2005-01-14(中国大陆),128分钟,"['剧情', '喜剧', '爱情']",有时候幸福需要等一等。 
121,哈利·波特与死亡圣器(下),大卫·叶茨,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '海伦娜·伯翰·卡特']",美国 / 英国,英语,8.7,379110,2011-08-04(中国大陆),130分钟,"['剧情', '悬疑', '奇幻', '冒险']",10年的完美句点。
122,小森林 冬春篇,森淳一,"['桥本爱', '三浦贵大', '松冈茉优', '温水洋一']",日本,日语,9.0,177643,2015-02-14(日本),120分钟,['剧情'],尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。
123,杀人回忆,奉俊昊,"['宋康昊', '金相庆', '金雷河', '宋在浩']",韩国,韩语,8.7,281738,2003-05-02(韩国),130分钟,"['剧情', '悬疑', '惊悚', '犯罪']",关于连环杀人悬案的集体回忆。
124,7号房的礼物,李焕庆,"['柳承龙', '朴信惠', '郑镇荣', '金正泰']",韩国,韩语,8.8,250584,2013-01-23(韩国),127分钟,"['剧情', '喜剧', '家庭']",《我是山姆》的《美丽人生》。
125,神偷奶爸,皮埃尔·柯芬,"['史蒂夫·卡瑞尔', '杰森·席格尔', '拉塞尔·布兰德', '朱莉·安德鲁斯']",美国 / 法国,英语,8.5,529835,2010-06-20(莫斯科电影节),95分钟,"['喜剧', '动画', '冒险']",Mr. I Don't Care其实也有Care的时候。
126,借东西的小人阿莉埃蒂,米林宏昌,"['志田未来', '神木隆之介', '树木希林', '三浦友和']",日本,日语,8.7,285701,2010-07-17(日本),94分钟,"['动画', '奇幻', '冒险']",曾经的那段美好会沉淀为一辈子的记忆。
127,萤火之森,大森贵弘,"['佐仓绫音', '内山昂辉', '辻亲八', '山本兼平']",日本,日语,8.8,234220,2011-09-17(日本),45分钟,"['剧情', '爱情', '动画', '奇幻']",触不到的恋人。
128,唐伯虎点秋香,李力持,"['周星驰', '巩俐', '陈百祥', '郑佩佩']",香港,粤语,8.5,495528,1993-07-01(香港),102 分钟,"['喜剧', '爱情', '古装']",华太师是黄霑，吴镇宇四大才子之一。
129,超能陆战队,唐·霍尔,"['斯科特·安第斯', '瑞恩·波特', '丹尼尔·海尼', 'T·J·米勒']",美国,英语,8.6,519197,2015-02-28(中国大陆),102分钟,"['喜剧', '动作', '科幻', '动画', '冒险']",Balalala~~~
130,蝙蝠侠：黑暗骑士崛起,克里斯托弗·诺兰,"['克里斯蒂安·贝尔', '汤姆·哈迪', '安妮·海瑟薇', '约瑟夫·高登-莱维特']",美国 / 英国,英语 / 阿拉伯语,8.7,386383,2012-08-27(中国大陆),165分钟,"['剧情', '动作', '科幻', '惊悚', '犯罪']",诺兰就是保证。
131,怪兽电力公司,彼特·道格特,"['约翰·古德曼', '比利·克里斯托', '玛丽·吉布斯', '史蒂夫·布西密']",美国,英语,8.6,336531,2001-11-02(美国),92 分钟,"['喜剧', '动画', '儿童', '奇幻', '冒险']",不要给它起名字，起了名字就有感情了。
132,岁月神偷,罗启锐,"['吴君如', '任达华', '钟绍图', '李治廷']",香港 / 中国大陆,粤语 / 汉语普通话 / 英语 / 上海话 / 法语,8.7,376345,2010-04-16(中国大陆),117分钟,"['剧情', '家庭']",岁月流逝，来日可追。
133,电锯惊魂,温子仁,"['雷·沃纳尔', '加利·艾尔维斯', '丹尼·格洛弗', '肯·梁']",美国,英语,8.7,265180,2004-01-19(圣丹斯电影节),103分钟,"['悬疑', '惊悚', '恐怖']",真相就在眼前。
134,七武士,黑泽明,"['三船敏郎', '志村乔', '稻叶义男', '宫口精二']",日本,日语,9.2,102544,1954-04-26(日本),160分钟(国际版),"['剧情', '动作', '冒险']",时代悲歌。
135,谍影重重3,保罗·格林格拉斯,"['马特·达蒙', '朱丽娅·斯蒂尔斯', '大卫·斯特雷泽恩', '斯科特·格伦']",美国 / 德国,英语 / 法语 / 阿拉伯语 / 俄语 / 西班牙语,8.7,238623,2007-11-15(中国大陆),115分钟,"['动作', '悬疑', '惊悚']",像吃了苏打饼一样干脆的电影。
136,真爱至上,理查德·柯蒂斯,"['休·格兰特', '科林·费尔斯', '艾玛·汤普森', '凯拉·奈特莉']",英国 / 美国 / 法国,英语 / 葡萄牙语 / 法语,8.6,409775,2003-09-07(多伦多电影节),135 分钟,"['剧情', '喜剧', '爱情']",爱，是个动词。
137,疯狂原始人,柯克·德·米科,"['尼古拉斯·凯奇', '艾玛·斯通', '瑞恩·雷诺兹', '凯瑟琳·基纳']",美国,英语,8.7,485904,2013-04-20(中国大陆),98分钟,"['喜剧', '动画', '冒险']",老少皆宜，这就是好莱坞动画的魅力。
138,无人知晓,是枝裕和,"['柳乐优弥', '北浦爱', '木村飞影', '清水萌萌子']",日本,日语,9.1,115314,2004-05-13(戛纳电影节),141分钟,['剧情'],我的平常生活就是他人的幸福。
139,喜宴,李安,"['赵文瑄', '郎雄', '归亚蕾', '金素梅']",台湾 / 美国,汉语普通话 / 英语,8.9,183297,1993-02(柏林电影节),108分钟,"['剧情', '喜剧', '爱情', '同性', '家庭']",中国家庭的喜怒哀乐忍。
140,萤火虫之墓,高畑勋,"['辰己努', '白石绫乃', '志乃原良子', '山口朱美']",日本,日语,8.7,256652,1988-04-16(日本),89 分钟,"['剧情', '动画', '战争']",幸福是生生不息，却难以触及的远。 
141,东邪西毒,王家卫,"['张国荣', '林青霞', '梁朝伟', '张学友']",香港 / 台湾,粤语 / 汉语普通话,8.6,338688,1994-09-17(中国大陆),100分钟,"['剧情', '动作', '爱情', '武侠', '古装']",电影诗。
142,英雄本色,吴宇森,"['周润发', '狄龙', '张国荣', '朱宝意']",香港,粤语 / 汉语普通话 / 英语,8.6,251985,2017-11-17(中国大陆),95分钟,"['动作', '犯罪']",英雄泪短，兄弟情长。 
143,贫民窟的百万富翁,丹尼·博伊尔,"['戴夫·帕特尔', '沙鲁巴·舒克拉', '亚尼·卡普', '拉詹德拉纳斯·祖特施']",英国 / 美国,英语 / 印地语 / 法语,8.5,476934,2009-03-26(中国大陆),120 分钟,"['剧情', '爱情']",上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁
144,黑天鹅,达伦·阿伦诺夫斯基,"['娜塔莉·波特曼', '米拉·库尼斯', '文森特·卡索', '芭芭拉·赫希']",美国,英语 / 法语 / 意大利语,8.5,522493,2010-09-01(威尼斯电影节),108分钟,"['剧情', '惊悚']",黑暗之美。
145,记忆碎片,克里斯托弗·诺兰,"['盖·皮尔斯', '凯瑞-安·莫斯', '乔·潘托里亚诺', '小马克·布恩']",美国,英语,8.6,354249,2000-09-05(威尼斯电影节),113分钟,"['剧情', '悬疑', '惊悚', '犯罪']",一个针管引发的血案。
146,血战钢锯岭,梅尔·吉布森,"['安德鲁·加菲尔德', '萨姆·沃辛顿', '文斯·沃恩', '雨果·维文']",美国 / 澳大利亚,英语,8.7,439134,2016-12-08(中国大陆),139分钟(中国大陆),"['剧情', '传记', '历史', '战争']",优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。
147,心迷宫,忻钰坤,"['霍卫民', '王笑天', '罗芸', '杨瑜珍']",中国大陆,汉语普通话,8.7,255079,2015-10-16(中国大陆),110分钟(中国大陆),"['剧情', '悬疑', '犯罪']",荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。
148,傲慢与偏见,乔·赖特,"['凯拉·奈特莉', '马修·麦克费登', '唐纳德·萨瑟兰', '布兰达·布莱斯']",法国 / 英国 / 美国,英语,8.5,399870,2005-09-16(英国),129 分钟,"['剧情', '爱情']",爱是摈弃傲慢与偏见之后的曙光。
149,时空恋旅人,理查德·柯蒂斯,"['多姆纳尔·格里森', '瑞秋·麦克亚当斯', '比尔·奈伊', '莉迪亚·威尔逊']",英国,英语,8.7,279407,2013-09-04(英国),123分钟,"['喜剧', '爱情', '奇幻']",把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。
150,荒蛮故事,达米安·斯兹弗隆,"['达里奥·格兰迪内蒂', '玛丽娅·玛努尔', '莫妮卡·比利亚', '丽塔·科尔泰塞']",阿根廷 / 西班牙,西班牙语,8.8,204711,2014-05-17(戛纳电影节),122分钟,"['剧情', '喜剧', '犯罪']",始于荒诞，止于更荒诞。
